givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Lisa,Blunt Rochester,,Lisa,Blunt Rochester,,,B001303,,,,1962,,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""DE"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""DE"",""parties"":[""Democrat""],""electionCirca"":false}]"
Lauren,Boebert,,Lauren,Boebert,,,B000825,Mrs.,,,1986,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""CO"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CO"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CO"",""parties"":[""Republican""],""electionCirca"":false}]"
Suzanne,Bonamici,,Suzanne,Bonamici,,,B001278,,,,1954,,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""OR"",""parties"":[""Democrat""],""electionDate"":""2012-01-31"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":113,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OR"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Cory,Booker,Anthony,Cory,Booker,Anthony,,B001288,,,,1969,,"[{""position"":""Senator"",""congressNumber"":113,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NJ"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false}]"
John,Boozman,,John,Boozman,,,B001236,,,,1950,,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
Mike,Bost,,Mike,Bost,,,B001295,,,,1960,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false}]"
Brendan,Boyle,Francis,Brendan,Boyle,Francis,,B001296,,,,1977,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Josh,Brecheen,,Josh,Brecheen,,,B001317,,,,1979,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
Robert,Bresnahan,P.,Robert,Bresnahan,P.,,B001327,,Jr.,,1990,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
Katie,Britt,Boyd,Katie,Britt,Boyd,,B001319,,,,1982,,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false}]"
Shontel ,Brown,,Shontel ,Brown,,,B001313,,,,1975,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""OH"",""parties"":[""Democrat""],""electionDate"":""2021-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OH"",""parties"":[""Democrat""],""electionCirca"":false}]"
Julia,Brownley,,Julia,Brownley,,,B001285,,,,1952,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Vernon,Buchanan,G.,Vernon,Buchanan,G.,,B001260,,,,1951,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Theodore,Budd,Paul,Theodore,Budd,Paul,,B001305,,,,1971,,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Nikki,Budzinski,,Nikki,Budzinski,,,B001315,,,,1977,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Timothy,Burchett,,Timothy,Burchett,,,B001309,,,,1964,,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TN"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Eric,Burlison,,Eric,Burlison,,,B001316,,,,1976,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MO"",""parties"":[""Republican""],""electionCirca"":false}]"
Janelle,Bynum,S.,Janelle,Bynum,S.,,B001326,,,,1975,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""OR"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Ken,Calvert,,Ken,Calvert,,,C000059,,,,1953,,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false}]"
Kat,Cammack,,Kat,Cammack,,,C001039,Mrs.,,,1988,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Maria,Cantwell,E.,Maria,Cantwell,E.,,C000127,,,,1958,,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""WA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""WA"",""parties"":[""Democrat"",""Democrat""],""electionCirca"":false}]"
