first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
Ruben,Gallego,ruben-gallego,https://www.opensecrets.org/members-of-congress/ruben-gallego/summary?cid=N00036097,,,,,,,,,,,,,,,,,,,,,,,,,"University of Arizona ($108,802); Arizona State University ($102,452); Google Inc ($87,612); Stanford University ($63,629); University of California/Berkeley ($51,986)","Retired ($12,692,687); Lawyers/Law Firms ($2,293,735); Education ($2,196,645); Democratic/Liberal ($2,000,257); Securities & Investment ($1,601,320)"
John,Garamendi,john-garamendi,https://www.opensecrets.org/members-of-congress/john-garamendi/summary?cid=N00030856,,,,,,,,,,,,,,,,,,,,,,,,,"Dutra Group ($13,400); AKT Development ($13,200); Edison Chouest Offshore ($13,200); Downey Brand Llp ($12,850); Grupe Co ($12,400)","Transportation Unions ($99,500); Real Estate ($81,835); Building Trade Unions ($55,000); Sea Transport ($48,835); Lawyers/Law Firms ($47,435)"
Andrew R.,Garbarino,andrew-r-garbarino,https://www.opensecrets.org/members-of-congress/garbarino-andrew/summary?cid=N00046030&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"No Labels Problem Solvers ($156,003); American Israel Public Affairs Cmte ($93,890); NextEra Energy ($40,000); Melaleuca Inc ($26,400); Elliott Management ($23,550)","Securities & Investment ($433,780); Insurance ($266,098); Real Estate ($219,391); Retired ($205,254); Leadership PACs ($195,500)"
Robert,Garcia,robert-garcia,https://www.opensecrets.org/members-of-congress/robert-garcia/summary?cid=N00049470,,,,,,,,,,,,,,,,,,,,,,,,,"City of Long Beach, CA ($18,036); Curtin Maritime ($16,500); Waterford Property Co ($13,200); Service Employees International Union ($12,500); Equality Project PAC ($12,000)","Retired ($76,888); Human Rights ($64,957); Lobbyists ($63,059); Lawyers/Law Firms ($54,597); Public Sector Unions ($46,662)"
Sylvia R.,Garcia,sylvia-r-garcia,https://www.opensecrets.org/members-of-congress/garcia-sylvia/summary?cid=N00042282&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($22,333); Service Employees International Union ($20,000); America's Credit Unions ($10,000); American Assn for Justice ($10,000); American Crystal Sugar ($10,000)","Oil & Gas ($80,000); Commercial Banks ($60,500); Lawyers/Law Firms ($57,210); Real Estate ($50,350); Building Trade Unions ($46,500)"
"Jesus G. """"Chuy""""""",García,jess-g-chuy-garca,https://www.opensecrets.org/members-of-congress/jesus-garcia/summary?cid=N00042114,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($20,000); Disparti Law Group ($13,200); Latham & Watkins ($13,200); Amalgamated Transit Union ($10,050); Air Line Pilots Assn ($10,000)","Transportation Unions ($87,150); Lawyers/Law Firms ($84,145); Building Trade Unions ($40,500); Industrial Unions ($39,000); Leadership PACs ($38,501)"
Brandon,Gill,brandon-gill,https://www.opensecrets.org/members-of-congress/brandon-gill/summary?cid=N00054402&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($44,175); Delta Air Lines ($19,826); Vess Oil Corp ($14,435); Ashford Inc ($13,200); D'Souza Media ($13,200)","Retired ($286,841); Leadership PACs ($125,500); Republican/Conservative ($117,595); Securities & Investment ($63,333); Real Estate ($47,660)"
Laura,Gillen,laura-gillen,https://www.opensecrets.org/members-of-congress/laura-gillen/summary?cid=N00050425,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($137,858); AmeriPAC: The Fund for a Greater America ($36,125); Swing Left ($35,511); TPG Capital ($33,000); Google Inc ($32,154)","Retired ($858,364); Securities & Investment ($737,653); Lawyers/Law Firms ($439,492); Democratic/Liberal ($335,475); Leadership PACs ($291,325)"
Kirsten E.,Gillibrand,kirsten-e-gillibrand,https://www.opensecrets.org/members-of-congress/gillibrand-kirsten/summary?cid=N00027658&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($480,614); Corning Inc ($150,551); Davis, Polk & Wardwell ($128,529); Latham & Watkins ($71,825); Boies, Schiller & Flexner ($64,259)","Securities & Investment ($1,581,089); Lawyers/Law Firms ($1,455,121); Retired ($1,231,118); Pro-Israel ($610,771); Leadership PACs ($466,500)"
Carlos A.,Gimenez,carlos-a-gimenez,https://www.opensecrets.org/members-of-congress/gimenez-carlos/summary?cid=N00046394&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Starkey Hearing Technologies ($26,400); American Israel Public Affairs Cmte ($24,850); AEG FUELS ($19,800); Univista Insurance ($16,200); Dp Real Estate Holdings ($13,200)","Real Estate ($127,357); Retired ($99,642); Securities & Investment ($78,981); Air Transport ($71,800); Pro-Israel ($66,225)"
Jared F.,Golden,jared-f-golden,https://www.opensecrets.org/members-of-congress/golden-jared/summary?cid=N00041668&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($565,996); AmeriPAC: The Fund for a Greater America ($35,525); Fair Shot PAC ($28,200); Jane Street Capital ($27,192); WelcomePAC ($21,500)","Retired ($924,302); Securities & Investment ($808,588); Pro-Israel ($633,175); Leadership PACs ($374,026); Democratic/Liberal ($348,648)"
Craig A.,Goldman,craig-a-goldman,https://www.opensecrets.org/officeholders/craig-goldman/summary?cycle=2023&id=11022498,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel S.,Goldman,daniel-s-goldman,https://www.opensecrets.org/members-of-congress/goldman-dan/summary?cid=N00051424&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($194,350); Blackstone Group ($56,800); Hueston Hennigan Llp ($44,800); Apollo Global Management ($31,000); Oaktree Capital Management ($26,400)","Securities & Investment ($580,699); Lawyers/Law Firms ($457,543); Retired ($275,484); Pro-Israel ($264,025); Real Estate ($243,916)"
Jimmy,Gomez,jimmy-gomez,https://www.opensecrets.org/members-of-congress/jimmy-gomez/summary?cid=N00040597,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($167,122); Capital Group ($35,000); Service Employees International Union ($15,525); Capital Group Companies ($15,000); Affordable Housing Management Group ($13,200)","Pro-Israel ($383,597); Leadership PACs ($181,217); Real Estate ($128,050); Securities & Investment ($106,584); Lobbyists ($90,050)"
Tony,Gonzales,tony-gonzales,https://www.opensecrets.org/members-of-congress/tony-gonzales/summary?cid=N00044592,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($299,102); No Labels Problem Solvers ($214,714); Enterprise Products Partners ($26,500); Steves & Sons ($26,500); Sola Vaca Ranch ($26,400)","Retired ($619,908); Leadership PACs ($446,800); Human Rights ($385,833); Oil & Gas ($376,137); Pro-Israel ($357,218)"
Vicente,Gonzalez,vicente-gonzalez,https://www.opensecrets.org/members-of-congress/vicente-gonzalez/summary?cid=N00038809,,,,,,,,,,,,,,,,,,,,,,,,,"No Labels Problem Solvers ($144,850); American Israel Public Affairs Cmte ($97,750); Apollo Global Management ($18,500); America's Credit Unions ($15,000); Jobs Education & Families First ($15,000)","Securities & Investment ($224,766); Leadership PACs ($197,020); Oil & Gas ($177,450); Misc Issues ($150,850); Finance/Credit Companies ($118,668)"
Lance,Gooden,lance-gooden,https://www.opensecrets.org/members-of-congress/lance-gooden/summary?cid=N00042237,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($15,000); Blackridge (Texas) ($13,200); Ewing Subaru ($13,200); Gilchrist Automotive ($13,200); Hillwood Development ($13,200)","Real Estate ($84,390); Leadership PACs ($76,000); Automotive ($67,900); Oil & Gas ($63,200); Securities & Investment ($45,552)"
Maggie,Goodlander,maggie-goodlander,https://www.opensecrets.org/members-of-congress/maggie-goodlander/summary?cid=N00055218&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($63,850); Blackstone Group ($58,400); NorPAC ($51,100); Bain Capital ($43,150); Freepoint Commodities ($39,600)","Securities & Investment ($760,574); Lawyers/Law Firms ($440,259); Retired ($394,213); Education ($225,306); Leadership PACs ($176,900)"
Paul A.,Gosar,paul-a-gosar,https://www.opensecrets.org/members-of-congress/gosar-paul/summary?cid=N00030771&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($55,000); Bill Luke Chrysler/Jeep/Dodge ($19,800); Lakeside Heart Vascular Center ($16,700); Goe3 ($11,535); SAFTI First ($8,300)","Retired ($101,810); Republican/Conservative ($65,725); Health Professionals ($22,891); Real Estate ($22,091); Gun Rights ($14,200)"
Josh,Gottheimer,josh-gottheimer,https://www.opensecrets.org/members-of-congress/josh-gottheimer/summary?cid=N00036944,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($797,189); Blackstone Group ($161,600); Apollo Global Management ($90,900); NorPAC ($62,940); KKR & Co ($53,100)","Securities & Investment ($1,998,342); Pro-Israel ($1,130,747); Lawyers/Law Firms ($422,594); Real Estate ($392,119); Insurance ($381,859)"
Lindsey,Graham,lindsey-graham,https://www.opensecrets.org/members-of-congress/graham-lindsey/summary?cid=N00009975&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Republican Jewish Coalition ($103,794); Nelson, Mullins et al ($71,813); Boeing Co ($55,375); US Dept of Defense ($50,886); US Government ($46,529)","Retired ($28,031,912); Republican/Conservative ($3,281,856); Real Estate ($2,967,569); Health Professionals ($2,239,948); Securities & Investment ($1,775,988)"
Chuck,Grassley,chuck-grassley,https://www.opensecrets.org/members-of-congress/chuck-grassley/summary?cid=N00001758,,,,,,,,,,,,,,,,,,,,,,,,,"National Republican Senatorial Cmte ($52,200); Cottingham & Butler ($29,775); DCI Group ($25,150); DISH Network ($24,900); Ls2group ($21,850)","Retired ($1,665,154); Securities & Investment ($681,679); Leadership PACs ($458,500); Real Estate ($383,397); Health Professionals ($363,611)"
Sam,Graves,sam-graves,https://www.opensecrets.org/members-of-congress/sam-graves/summary?cid=N00013323,,,,,,,,,,,,,,,,,,,,,,,,,"Delta Air Lines ($46,700); Transportation America ($46,200); Boeing Co ($36,650); Southwest Airlines ($36,499); Herzog Contracting ($35,700)","Air Transport ($343,499); Oil & Gas ($163,300); General Contractors ($113,200); Building Materials & Equipment ($109,750); Lobbyists ($103,200)"
Adam,Gray,adam-gray,https://www.opensecrets.org/members-of-congress/adam-gray/summary?cid=N00050061,,,,,,,,,,,,,,,,,,,,,,,,,"AmeriPAC: The Fund for a Greater America ($49,400); Swing Left ($46,075); Digidems PAC ($45,400); Google Inc ($37,641); E&J Gallo Winery ($36,300)","Retired ($835,367); Democratic/Liberal ($673,117); Securities & Investment ($420,004); Leadership PACs ($330,767); Education ($272,070)"
Al,Green,al-green,https://www.opensecrets.org/members-of-congress/al-green/summary?cid=N00026686,,,,,,,,,,,,,,,,,,,,,,,,,"International Longshoremens Assn ($10,000); Machinists/Aerospace Workers Union ($10,000); National Assn of Real Estate Investment Trusts ($10,000); Asia Chemical Corp ($7,500); National Multifamily Housing Council ($7,500)","Real Estate ($42,600); Industrial Unions ($25,000); Building Trade Unions ($15,000); Health Professionals ($14,066); Transportation Unions ($13,000)"
Mark E.,Green,mark-e-green,https://www.opensecrets.org/members-of-congress/green-mark/summary?cid=N00041873&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($133,602); NorPAC ($30,817); Kemmerer Resources ($26,400); House Freedom Fund ($22,050); CoreCivic Inc ($21,800)","Retired ($225,874); Pro-Israel ($191,019); Securities & Investment ($158,742); Republican/Conservative ($109,915); Real Estate ($100,150)"
Marjorie Taylor,Greene,marjorie-taylor-greene,https://www.opensecrets.org/members-of-congress/marjorie-taylor-greene/summary?cid=N00044701,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($14,100); Jzk Inc ($13,200); Majority Cmte PAC ($10,000); Indeck Energy Services ($9,900); Wilana Chemical ($9,900)","Retired ($2,839,111); Republican/Conservative ($867,620); Real Estate ($73,450); Health Professionals ($69,779); Civil Servants/Public Officials ($50,185)"
H. Morgan,Griffith,h-morgan-griffith,https://www.opensecrets.org/members-of-congress/griffith-morgan/summary?cid=N00032029&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($22,550); Professional Compounding Centers of America ($16,400); House Freedom Fund ($11,600); NCTA the Internet & Television Assn ($10,500); National Community Pharmacists Assn ($10,250)","Health Professionals ($182,200); Pharmaceuticals/Health Products ($89,000); Lobbyists ($75,900); Electric Utilities ($64,000); Telecom Services ($45,500)"
Raúl M.,Grijalva,ral-m-grijalva,https://www.opensecrets.org/members-of-congress/grijalva-raul-m/summary?cid=N00025284&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Global Green USA ($13,200); National Education Assn ($10,060); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers ($10,000); Carpenters & Joiners Union ($10,000)","Casinos/Gambling ($117,315); Retired ($76,876); Environment ($33,439); Public Sector Unions ($30,110); Industrial Unions ($21,025)"
Glenn,Grothman,glenn-grothman,https://www.opensecrets.org/members-of-congress/glenn-grothman/summary?cid=N00036409,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,300); Sargento Foods ($16,700); Northwestern Mutual Life Insurance ($16,600); National Rural Electric Cooperative Assn ($9,000); National Assn of Realtors ($8,000)","Retired ($208,687); Republican/Conservative ($45,053); Insurance ($38,180); Real Estate ($38,177); Crop Production & Basic Processing ($34,490)"
Michael,Guest,michael-guest,https://www.opensecrets.org/members-of-congress/michael-guest/summary?cid=N00042458,,,,,,,,,,,,,,,,,,,,,,,,,"Ergon Inc ($26,400); Seemann Composites ($19,800); Mid South Rehab ($14,200); Key Constructors ($13,200); Tower Loan ($13,200)","Lobbyists ($63,550); Oil & Gas ($52,250); Health Professionals ($45,976); Leadership PACs ($45,500); Misc Defense ($36,800)"
Brett,Guthrie,brett-guthrie,https://www.opensecrets.org/members-of-congress/brett-guthrie/summary?cid=N00029675,,,,,,,,,,,,,,,,,,,,,,,,,"Eli Lilly & Co ($24,900); DISH Network ($21,000); Mehlman Consulting ($20,200); BGR Group ($18,500); Novocure Inc ($18,500)","Pharmaceuticals/Health Products ($529,802); Health Professionals ($430,292); Lobbyists ($280,850); Health Services/HMOs ($223,999); Lawyers/Law Firms ($116,000)"
Harriet M.,Hageman,harriet-m-hageman,https://www.opensecrets.org/members-of-congress/hageman-harriet/summary?cid=N00049197&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Minshall Development ($26,400); American Israel Public Affairs Cmte ($15,500); Deering Wine ($13,200); Kemmerer Resources ($13,200); Peabody Energy ($12,000)","Retired ($1,080,388); Casinos/Gambling ($115,610); Republican/Conservative ($101,903); Human Rights ($77,496); Leadership PACs ($71,000)"
Bill,Hagerty,bill-hagerty,https://www.opensecrets.org/members-of-congress/hagerty-bill/summary?cid=N00045369&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($85,600); State of Tennessee ($80,125); HCA Inc ($75,420); Rogers Group Investments ($71,400); Apollo Global Management ($67,550)","Retired ($2,185,276); Securities & Investment ($2,077,361); Real Estate ($907,284); Lawyers/Law Firms ($696,705); Insurance ($426,330)"
Abraham J.,Hamadeh,abraham-j-hamadeh,https://www.opensecrets.org/members-of-congress/industries?cid=N00053795&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh,Harder,josh-harder,https://www.opensecrets.org/members-of-congress/josh-harder/summary?cid=N00040853,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($53,305); American Israel Public Affairs Cmte ($49,804); Bessemer Venture Partners ($47,100); Stanford University ($32,601); JStreetPAC ($30,910)","Retired ($902,494); Securities & Investment ($432,317); Lawyers/Law Firms ($312,616); Education ($233,487); Leadership PACs ($166,800)"
Mike,Haridopolos,mike-haridopolos,https://www.opensecrets.org/officeholders/mike-haridopolos/contributors?cycle=2009&id=2046887,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat,Harrigan,pat-harrigan,https://www.opensecrets.org/members-of-congress/pat-harrigan/summary?cid=N00050144,,,,,,,,,,,,,,,,,,,,,,,,,"Veterans Guardian VA Claim Consulting ($26,400); Commscope Inc ($16,500); Keith Corp ($15,700); Granite Hardwoods ($14,200); Centurion Development Group ($13,200)","Retired ($253,729); Leadership PACs ($154,700); Securities & Investment ($97,636); Real Estate ($88,552); Republican/Conservative ($64,734)"
Andy,Harris,andy-harris,https://www.opensecrets.org/members-of-congress/andy-harris/summary?cid=N00029147,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($32,850); American Israel Public Affairs Cmte ($20,588); NAI Michael Co ($18,900); Harrison Group (Maryland) ($13,200); Altria Group ($10,000)","Retired ($123,166); Health Professionals ($100,793); Republican/Conservative ($67,077); Real Estate ($50,016); Crop Production & Basic Processing ($48,050)"
Mark,Harris,mark-harris,https://www.opensecrets.org/campaign-expenditures/vendor?year=2024&vendor=Mark%20Harris%20for%20Congress,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana,Harshbarger,diana-harshbarger,https://www.opensecrets.org/members-of-congress/diana-harshbarger/summary?cid=N00046688,,,,,,,,,,,,,,,,,,,,,,,,,"New York Cancer & Blood Specialists ($12,291); American Optometric Assn ($11,070); Professional Compounding Centers of America ($10,800); Alliance for Pharmacy Compounding ($10,250); Eastman Chemical ($10,080)","Health Professionals ($260,576); Retired ($159,385); Pharmaceuticals/Health Products ($115,284); Lobbyists ($60,950); Leadership PACs ($56,500)"
Margaret Wood,Hassan,margaret-wood-hassan,https://www.opensecrets.org/members-of-congress/hassan-maggie/summary?cid=N00038397&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($469,979); JStreetPAC ($153,907); Harvard University ($87,313); Google Inc ($81,593); American Israel Public Affairs Cmte ($77,650)","Retired ($6,572,937); Securities & Investment ($2,310,434); Lawyers/Law Firms ($2,286,966); Education ($1,428,548); Women's Issues ($1,248,942)"
Josh,Hawley,josh-hawley,https://www.opensecrets.org/members-of-congress/hawley-josh/summary?cid=N00041620&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($251,003); American Israel Public Affairs Cmte ($119,205); Diamond Pet Foods ($68,600); Durham Co ($44,960); Edward Jones ($38,835)","Republican/Conservative ($5,807,650); Retired ($5,489,146); Securities & Investment ($619,927); Real Estate ($524,918); Health Professionals ($378,723)"
