first_name,last_name,current_net_worth,normalized_net_worth,slug_url,top_contributors,top_industries,contributors_period_start,contributors_period_end,contributors_period,industries_period_start,industries_period_end,industries_period
Thomas,Massie,$3.11M,"$3,110,000",https://www.opensecrets.org/members-of-congress/thomas-massie/summary?cid=N00034041,"Morning Star Co ($13,200); Susquehanna International Group ($13,200); TA Assoc ($13,200); Masimo Corp ($10,600); National Auto Dealers Assn ($10,000)","Retired ($197,578); Republican/Conservative ($73,030); Securities & Investment ($63,469); Real Estate ($53,328); Lawyers/Law Firms ($40,432)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Lloyd,Smucker,$3.11M,"$3,110,000",https://www.opensecrets.org/members-of-congress/lloyd-smucker/summary?cid=N00038781,"American Israel Public Affairs Cmte ($33,450); Select Medical Corp ($23,200); Wohlsen Construction ($13,700); Rock Holdings ($13,300); Direct Wire & Cable ($13,200)","Insurance ($136,635); Real Estate ($117,888); Securities & Investment ($106,897); Health Professionals ($67,877); Pharmaceuticals/Health Products ($67,300)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Luz,Rivas,$3.08M,"$3,080,000",,,,,,,,,
Patrick,Ryan,$3.04M,"$3,040,000",https://www.opensecrets.org/members-of-congress/ryan-pat/summary?cid=N00041165&cycle=2024,"American Israel Public Affairs Cmte ($220,662); Palantir Technologies ($49,513); Digidems PAC ($39,810); Bain Capital ($33,004); Patterson Planning & Services ($32,200)","Securities & Investment ($805,427); Retired ($762,225); Lawyers/Law Firms ($503,975); Leadership PACs ($413,256); Real Estate ($307,242)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jerry,Moran,$3.02M,"$3,020,000",https://www.opensecrets.org/members-of-congress/jerry-moran/summary?cid=N00005282,"American Israel Public Affairs Cmte ($96,300); DISH Network ($43,100); Kit Bond Strategies ($38,500); Brownstein, Hyatt et al ($36,850); Spirit Aerosystems ($36,850)","Securities & Investment ($585,108); Real Estate ($506,669); Leadership PACs ($447,872); Lobbyists ($410,469); Retired ($350,836)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Frank,Lucas,$3.01M,"$3,010,000",https://www.opensecrets.org/members-of-congress/lucas-frank-d/summary?cid=N00005559&cycle=2024,"Ameristate Bank ($24,600); Andreessen Horowitz ($19,800); Hilliary Communications ($19,800); Devon Energy ($19,200); Syngenta Corp ($15,000)","Commercial Banks ($179,759); Crop Production & Basic Processing ($160,250); Agricultural Services/Products ($130,500); Securities & Investment ($123,100); Oil & Gas ($99,550)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Brian,Fitzpatrick,$3.01M,"$3,010,000",https://www.opensecrets.org/members-of-congress/fitzpatrick-brian/summary?cid=N00038779&cycle=2024,"No Labels Problem Solvers ($545,714); American Israel Public Affairs Cmte ($283,462); Blackstone Group ($33,350); Comcast Corp ($23,851); Rbc Capital Markets ($23,100)","Securities & Investment ($749,367); Misc Issues ($607,116); Leadership PACs ($458,650); Retired ($389,628); Pro-Israel ($357,862)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Julia,Brownley,$2.98M,"$2,980,000",https://www.opensecrets.org/members-of-congress/julia-brownley/summary?cid=N00034254,"American Israel Public Affairs Cmte ($33,622); American Academy of Pediatric Dentistry ($15,000); Service Employees International Union ($15,000); Amgen Inc ($14,450); JStreetPAC ($14,100)","Retired ($159,369); Health Professionals ($109,067); Transportation Unions ($90,000); Lawyers/Law Firms ($75,559); Real Estate ($68,402)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Adrian,Smith,$2.86M,"$2,860,000",https://www.opensecrets.org/members-of-congress/adrian-smith/summary?cid=N00027623,"Sandhills Global ($26,400); American Israel Public Affairs Cmte ($20,508); Union Pacific Corp ($19,900); Hawkins Construction ($19,800); Tenaska Inc ($17,600)","Health Professionals ($168,800); Insurance ($144,150); Agricultural Services/Products ($119,500); Pharmaceuticals/Health Products ($116,500); Securities & Investment ($96,400)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Diana,DeGette,$2.84M,"$2,840,000",https://www.opensecrets.org/members-of-congress/diana-degette/summary?cid=N00006134,"Davita Inc ($21,300); DISH Network ($20,000); Broe Group ($15,600); Xcel Energy ($12,510); Abbott Laboratories ($10,000)","Health Professionals ($174,634); Pharmaceuticals/Health Products ($147,815); Lawyers/Law Firms ($72,233); Health Services/HMOs ($66,995); Real Estate ($50,325)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Josh,Hawley,$2.79M,"$2,790,000",https://www.opensecrets.org/members-of-congress/hawley-josh/summary?cid=N00041620&cycle=2024,"Senate Conservatives Fund ($251,003); American Israel Public Affairs Cmte ($119,205); Diamond Pet Foods ($48,400); Durham Co ($44,460); Edward Jones ($38,735)","Republican/Conservative ($5,807,660); Retired ($5,557,559); Securities & Investment ($643,485); Real Estate ($601,898); Health Professionals ($411,097)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Suhas,Subramanyam,$2.72M,"$2,720,000",https://www.opensecrets.org/members-of-congress/suhas-subramanyam/summary?cid=N00054085&cycle=2024,"American Israel Public Affairs Cmte ($37,250); MS International ($26,400); Pace-O-Matic Inc ($21,800); Indian American Impact Fund ($20,000); Shivar Consulting LLC ($19,800)","Retired ($199,660); Electronics Mfg & Equip ($163,816); Lawyers/Law Firms ($136,179); Democratic/Liberal ($107,819); Health Professionals ($107,099)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Lois,Frankel,$2.67M,"$2,670,000",https://www.opensecrets.org/members-of-congress/lois-frankel/summary?cid=N00002893,"American Israel Public Affairs Cmte ($371,164); Florida Crystals ($26,400); Tate Development ($16,500); Service Employees International Union ($15,000); Southern Glazer's Wine & Spirits ($15,000)","Pro-Israel ($381,614); Retired ($228,073); Real Estate ($128,860); Securities & Investment ($88,288); Lawyers/Law Firms ($84,445)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Grace,Meng,$2.64M,"$2,640,000",https://www.opensecrets.org/members-of-congress/grace-meng/summary?cid=N00034547,"American Israel Public Affairs Cmte ($466,548); New York Life Insurance ($10,700); National Assn of Realtors ($10,500); Service Employees International Union ($10,440); Air Line Pilots Assn ($10,000)","Pro-Israel ($478,908); Real Estate ($103,105); Securities & Investment ($81,904); Health Professionals ($74,224); Lawyers/Law Firms ($62,083)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Carlos,Gimenez,$2.63M,"$2,630,000",https://www.opensecrets.org/members-of-congress/gimenez-carlos/summary?cid=N00046394&cycle=2024,"Starkey Hearing Technologies ($26,400); American Israel Public Affairs Cmte ($24,850); AEG FUELS ($20,800); Univista Insurance ($16,200); America First Policies ($13,200)","Real Estate ($130,368); Securities & Investment ($87,281); Retired ($82,511); Air Transport ($71,801); Pro-Israel ($66,225)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Eleanor,Norton,$2.54M,"$2,540,000",,,,,,,,,
Jennifer,McClellan,$2.54M,"$2,540,000",https://www.opensecrets.org/members-of-congress/mcclellan-jennifer/summary?cid=N00051961&cycle=2024,"Dominion Energy ($26,000); Verizon Communications ($25,125); Service Employees International Union ($25,000); American Israel Public Affairs Cmte ($23,550); McGuireWoods LLP ($21,918)","Lawyers/Law Firms ($181,087); Retired ($155,620); Democratic/Liberal ($148,862); Real Estate ($86,474); Civil Servants/Public Officials ($68,280)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Chrissy,Houlahan,$2.53M,"$2,530,000",https://www.opensecrets.org/members-of-congress/chrissy-houlahan/summary?cid=N00040949,"American Israel Public Affairs Cmte ($35,710); Comcast Corp ($18,825); Blackrock Inc ($18,600); JStreetPAC ($15,000); Service Employees International Union ($15,000)","Retired ($267,725); Securities & Investment ($242,676); Lawyers/Law Firms ($139,300); Pharmaceuticals/Health Products ($90,670); Insurance ($83,167)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Frederica,Wilson,$2.52M,"$2,520,000",https://www.opensecrets.org/members-of-congress/wilson-frederica/summary?cid=N00030650&cycle=2024,"Service Employees International Union ($15,000); Carnival Cruise Lines ($13,200); American Israel Public Affairs Cmte ($11,900); Allied Pilots Assn ($10,000); American Crystal Sugar ($10,000)","Transportation Unions ($66,000); Health Professionals ($37,516); Public Sector Unions ($36,000); Lawyers/Law Firms ($31,110); Railroads ($24,497)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Marilyn,Strickland,$2.46M,"$2,460,000",https://www.opensecrets.org/members-of-congress/marilyn-strickland/summary?cid=N00046320,"American Israel Public Affairs Cmte ($145,379); Microsoft Corp ($22,392); Amazon.Com ($22,299); Spacex ($11,650); Boeing Co ($11,108)","Pro-Israel ($150,980); Retired ($149,786); Real Estate ($89,459); Lobbyists ($75,534); Securities & Investment ($73,482)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Greg,Landsman,$2.37M,"$2,370,000",https://www.opensecrets.org/members-of-congress/greg-landsman/summary?cid=N00049718,"American Israel Public Affairs Cmte ($385,808); Chavez Properties ($46,200); University of Cincinnati ($37,624); Kroger Co ($33,941); Katz, Teller et al ($30,200)","Pro-Israel ($413,158); Retired ($344,167); Leadership PACs ($237,703); Real Estate ($214,996); Democratic/Liberal ($177,945)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Jeff,Crank,$2.35M,"$2,350,000",https://www.opensecrets.org/members-of-congress/jeffrey-g-crank/summary?cid=N00028132&cycle=2024,"Equity Group ($19,800); Classic Homes ($16,500); Nor'Wood Ltd ($13,300); Bluestaq ($13,200); Matrix Design Group (Colorado) ($13,200)","Retired ($151,388); Leadership PACs ($109,800); Real Estate ($80,194); Securities & Investment ($48,326); Republican/Conservative ($45,131)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Lisa,Murkowski,$2.32M,"$2,320,000",https://www.opensecrets.org/members-of-congress/lisa-murkowski/summary?cid=N00026050,"ConocoPhillips ($73,200); American Israel Public Affairs Cmte ($59,500); KKR & Co ($54,205); National Republican Senatorial Cmte ($51,200); Trident Seafoods ($41,050)","Securities & Investment ($1,179,940); Retired ($902,255); Oil & Gas ($540,172); Leadership PACs ($467,933); Lawyers/Law Firms ($422,837)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Jason,Smith,$2.30M,"$2,300,000",https://www.opensecrets.org/members-of-congress/jason-smith/summary?cid=N00035282,"National Assn of Realtors ($131,200); KKR & Co ($73,600); Blackstone Group ($72,000); American Israel Public Affairs Cmte ($47,300); Ryan LLC ($40,500)","Securities & Investment ($685,783); Retired ($486,936); Insurance ($394,754); Real Estate ($393,890); Health Professionals ($302,610)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
John,Larson,$2.28M,"$2,280,000",https://www.opensecrets.org/members-of-congress/larson-john/summary?cid=N00000575&cycle=2024,"WEX Health ($23,000); Guardian Life Insurance ($19,500); Hartford Health Care ($19,400); American Israel Public Affairs Cmte ($18,700); Travelers Companies ($18,350)","Insurance ($231,550); Securities & Investment ($94,960); Real Estate ($85,251); Health Professionals ($80,865); Lawyers/Law Firms ($65,983)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Amy,Klobuchar,$2.27M,"$2,270,000",https://www.opensecrets.org/members-of-congress/klobuchar-amy/summary?cid=N00027500&cycle=2024,"American Israel Public Affairs Cmte ($127,150); Wachtell, Lipton et al ($64,568); Delta Air Lines ($64,075); University of Minnesota ($61,348); JStreetPAC ($53,560)","Retired ($3,370,424); Lawyers/Law Firms ($1,285,995); Securities & Investment ($1,069,004); Democratic/Liberal ($890,002); Women's Issues ($650,163)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Dave,Min,$2.27M,"$2,270,000",https://www.opensecrets.org/members-of-congress/dave-min/summary?cid=N00040866&cycle=2024,"University of California/Irvine ($72,904); Million Dollar Baby Co ($32,998); WilmerHale Llp ($27,450); Google Inc ($26,672); AmeriPAC: The Fund for a Greater America ($24,325)","Retired ($1,048,711); Lawyers/Law Firms ($613,271); Democratic/Liberal ($392,098); Education ($350,995); Securities & Investment ($296,129)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Vince,Fong,$2.25M,"$2,250,000",https://www.opensecrets.org/members-of-congress/fong-vince/summary?cid=N00054216&cycle=2024,"San Joaquin Refining Co ($29,700); Western National Group ($26,400); Wonderful Co ($26,400); America's Credit Unions ($20,000); Koch Inc ($20,000)","Leadership PACs ($224,300); Oil & Gas ($155,256); Crop Production & Basic Processing ($152,500); Retired ($105,362); Real Estate ($101,657)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Tim,Kaine,$2.25M,"$2,250,000",https://www.opensecrets.org/members-of-congress/kaine-tim/summary?cid=N00033177&cycle=2024,"Covington & Burling ($108,150); Paul, Weiss et al ($69,815); JStreetPAC ($67,283); Welsh, Carson et al ($63,200); Amazon.com ($62,200)","Retired ($3,225,917); Lawyers/Law Firms ($1,842,533); Securities & Investment ($1,308,447); Real Estate ($834,702); Democratic/Liberal ($711,200)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Glenn,Grothman,$2.24M,"$2,240,000",https://www.opensecrets.org/members-of-congress/glenn-grothman/summary?cid=N00036409,"American Israel Public Affairs Cmte ($23,300); Sargento Foods ($16,700); Northwestern Mutual Life Insurance ($16,600); Clos De La Tech ($13,200); Uline Inc ($13,200)","Retired ($202,824); Republican/Conservative ($43,053); Real Estate ($42,361); Insurance ($40,635); Crop Production & Basic Processing ($34,230)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Bill,Huizenga,$2.20M,"$2,200,000",https://www.opensecrets.org/members-of-congress/bill-huizenga/summary?cid=N00030673,"Andreessen Horowitz ($26,400); Haworth Inc ($26,400); Eagle Alloy ($20,105); Blackstone Group ($19,800); Rdv Corp ($19,800)","Securities & Investment ($511,913); Insurance ($286,863); Retired ($239,178); Real Estate ($238,588); Commercial Banks ($212,674)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Maria,Salazar,$2.16M,"$2,160,000",,,,,,,,,
Barry,Moore,$2.16M,"$2,160,000",https://www.opensecrets.org/members-of-congress/barry-moore/summary?cid=N00041295,"House Freedom Fund ($56,575); Drummond Co ($15,000); Kykenkee Inc ($13,200); Bailey-Harris Construction ($11,600); Electronic Supply Co ($11,600)","Crop Production & Basic Processing ($78,100); Leadership PACs ($77,561); Republican/Conservative ($77,085); Retired ($65,100); General Contractors ($46,450)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Teresa,Fernandez,$2.15M,"$2,150,000",https://www.opensecrets.org/members-of-congress/teresa-leger-fernandez/summary?cid=N00044559,"McGinn, Montoya et al ($20,580); JStreetPAC ($19,350); Five & Dime General Stores ($16,218); Accel Partners ($13,200); Martinez, Hart et al ($13,000)","Retired ($379,403); Casinos/Gambling ($196,646); Lawyers/Law Firms ($129,850); Securities & Investment ($83,242); Democratic/Liberal ($78,588)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Rand,Paul,$2.09M,"$2,090,000",https://www.opensecrets.org/members-of-congress/rand-paul/summary?cid=N00030836,"Senate Conservatives Fund ($197,060); Club for Growth ($135,104); Huffines Communities ($52,600); G&J Pepsi-Cola Bottlers ($26,900); US Immigration Fund ($23,800)","Retired ($5,636,801); Republican/Conservative ($3,421,994); Health Professionals ($683,602); Securities & Investment ($674,293); Real Estate ($652,452)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
Adam,Schiff,$2.08M,"$2,080,000",https://www.opensecrets.org/members-of-congress/schiff-adam/summary?cid=N00009585&cycle=2024,"American Israel Public Affairs Cmte ($311,668); State of California ($74,407); Cotchett, Pitre & McCarthy ($66,100); Paul, Weiss et al ($63,692); Dreyer, Babich et al ($61,350)","Retired ($10,261,742); Lawyers/Law Firms ($2,806,801); Democratic/Liberal ($2,207,812); Education ($1,633,609); Securities & Investment ($1,502,769)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Aaron,Bean,$2.05M,"$2,050,000",https://www.opensecrets.org/members-of-congress/aaron-bean/summary?cid=N00051369,"American Israel Public Affairs Cmte ($20,374); Amelia Capital ($13,200); Republican Main Street Partnership ($12,000); Matrix Resources ($11,200); Alkermes Inc ($11,000)","Real Estate ($101,253); Lobbyists ($101,150); Retired ($93,179); Health Professionals ($82,550); Leadership PACs ($79,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Greg,Stanton,$2.02M,"$2,020,000",https://www.opensecrets.org/members-of-congress/greg-stanton/summary?cid=N00041750,"American Israel Public Affairs Cmte ($58,750); Snell & Wilmer ($20,903); Eb5 New York State ($19,800); Arizona State University ($17,094); GPW & Assoc ($13,250)","Retired ($265,815); Lawyers/Law Firms ($232,090); Real Estate ($152,193); Securities & Investment ($126,996); Health Professionals ($108,806)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
Bryan,Steil,$2.01M,"$2,010,000",https://www.opensecrets.org/members-of-congress/bryan-steil/summary?cid=N00043379,"Blackstone Group ($56,500); Qps Employment Group ($39,600); American Israel Public Affairs Cmte ($35,750); Northwestern Mutual ($31,600); Continental Properties ($26,400)","Securities & Investment ($721,840); Retired ($673,807); Leadership PACs ($462,800); Real Estate ($408,617); Insurance ($349,883)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
